Semana,abrantes,agueda,aguiar da beira,alandroal,albergaria-a-velha,albufeira,alcacer do sal,alcanena,alcobaca,alcochete,alcoutim,alenquer,alfandega da fe,alijo,aljezur,aljustrel,almada,almeida,almeirim,almodovar,alpiarca,alter do chao,alvaiazere,alvito,amadora,amarante,amares,anadia,angra do heroismo,ansiao,arcos de valdevez,arganil,armamar,arouca,arraiolos,arronches,arruda dos vinhos,aveiro,avis,azambuja,baiao,barcelos,barrancos,barreiro,batalha,beja,belmonte,benavente,bombarral,borba,boticas,braga,braganca,cabeceiras de basto,cadaval,caldas da rainha,calheta (r.a.a.),calheta (r.a.m.),camara de lobos,caminha,campo maior,cantanhede,carrazeda de ansiaes,carregal do sal,cartaxo,cascais,castanheira de pera,castelo branco,castelo de paiva,castelo de vide,castro daire,castro marim,castro verde,celorico da beira,celorico de basto,chamusca,chaves,cinfaes,coimbra,condeixa-a-nova,constancia,coruche,corvo,covilha,crato,cuba,desconhecido,elvas,entroncamento,espinho,esposende,estarreja,estrangeiro,estremoz,evora,fafe,faro,felgueiras,ferreira do alentejo,ferreira do zezere,figueira da foz,figueira de castelo rodrigo,figueiro dos vinhos,fornos de algodres,freixo de espada a cinta,fronteira,funchal,fundao,gaviao,gois,golega,gondomar,gouveia,grandola,guarda,guimaraes,horta,idanha-a-nova,ilhavo,lagoa,lagoa (r.a.a),lagos,lajes das flores,lajes do pico,lamego,leiria,lisboa,loule,loures,lourinha,lousa,lousada,macao,macedo de cavaleiros,machico,madalena,mafra,maia,mangualde,manteigas,marco de canaveses,marinha grande,marvao,matosinhos,mealhada,meda,melgaco,mertola,mesao frio,mira,miranda do corvo,miranda do douro,mirandela,mogadouro,moimenta da beira,moita,moncao,monchique,mondim de basto,monforte,montalegre,montemor-o-novo,montemor-o-velho,montijo,mora,mortagua,moura,mourao,murca,murtosa,nazare,nelas,nisa,nordeste,obidos,odemira,odivelas,oeiras,oleiros,olhao,oliveira de azemeis,oliveira de frades,oliveira do bairro,oliveira do hospital,ourem,ourique,ovar,pacos de ferreira,palmela,pampilhosa da serra,paredes,paredes de coura,pedrogao grande,penacova,penafiel,penalva do castelo,penamacor,penedono,penela,peniche,peso da regua,pinhel,pombal,ponta delgada,ponta do sol,ponte da barca,ponte de lima,ponte de sor,portalegre,portel,portimao,porto,porto de mos,porto moniz,porto santo,povoacao,povoa de lanhoso,povoa de varzim,proenca-a-nova,redondo,reguengos de monsaraz,resende,ribeira brava,ribeira de pena,ribeira grande,rio maior,sabrosa,sabugal,salvaterra de magos,santa comba dao,santa cruz,santa cruz da graciosa,santa cruz das flores,santa maria da feira,santa marta de penaguiao,santana,santarem,santiago do cacem,santo tirso,sao bras de alportel,sao joao da madeira,sao joao da pesqueira,sao pedro do sul,sao roque do pico,sao vicente,sardoal,satao,seia,seixal,sernancelhe,serpa,serta,sesimbra,setubal,sever do vouga,silves,sines,sintra,sobral de monte agraco,soure,sousel,tabua,tabuaco,tarouca,tavira,terras de bouro,tomar,tondela,torre de moncorvo,torres novas,torres vedras,trancoso,trofa,vagos,vale de cambra,valenca,valongo,valpacos,velas,vendas novas,viana do alentejo,viana do castelo,vidigueira,vieira do minho,vila da praia da vitoria,vila de rei,vila do bispo,vila do conde,vila do porto,vila flor,vila franca de xira,vila franca do campo,vila nova da barquinha,vila nova de cerveira,vila nova de famalicao,vila nova de foz coa,vila nova de gaia,vila nova de paiva,vila nova de poiares,vila pouca de aguiar,vila real,vila real de santo antonio,vila velha de rodao,vila verde,vila vicosa,vimioso,vinhais,viseu,vizela,vouzela
 05-2019,13,15,4,2,16,6,2,5,16,3,0,12,2,9,2,4,63,3,7,2,5,1,1,2,48,11,3,12,7,2,12,5,0,4,3,2,5,29,4,6,6,22,1,27,4,22,3,4,5,6,0,32,10,6,3,13,1,2,10,6,2,14,2,6,7,50,2,22,5,1,1,1,2,6,7,1,14,5,41,8,2,14,0,20,0,2,4,5,7,6,5,5,7,8,16,7,14,15,5,5,21,3,5,3,1,1,38,11,4,3,1,30,8,4,13,31,5,2,6,5,5,6,1,2,7,28,163,26,50,11,2,9,4,7,6,2,16,20,7,2,10,10,3,37,7,2,9,1,1,3,7,4,8,4,6,21,9,3,5,2,4,4,6,5,0,6,8,1,0,3,5,3,2,4,1,16,30,51,0,10,23,4,6,7,20,8,15,8,17,6,17,2,2,5,16,5,2,2,3,4,4,3,21,16,0,5,5,7,9,5,15,74,12,1,2,0,10,17,5,2,7,6,2,1,5,6,2,5,11,2,6,1,0,26,0,2,19,5,16,1,5,2,4,0,3,0,8,6,35,0,8,2,13,27,4,13,4,83,4,8,2,5,0,4,6,2,20,11,3,13,30,6,7,8,5,1,18,5,1,0,0,18,3,10,5,0,1,26,0,3,20,3,3,4,30,2,61,0,1,8,5,5,1,17,4,1,2,25,1,6
 06-2019,7,16,2,2,3,7,4,7,18,2,4,14,0,1,3,3,50,2,3,4,5,1,2,1,34,8,6,10,10,3,8,7,3,7,5,1,0,27,3,3,6,12,0,20,5,15,2,6,1,1,0,33,11,7,2,15,1,2,6,2,2,9,0,5,4,60,2,14,0,0,3,1,2,4,7,3,13,7,44,6,0,3,0,12,5,3,7,11,4,12,4,11,6,4,12,10,21,11,3,2,18,4,3,3,2,3,20,13,3,0,2,29,5,5,22,37,2,7,12,11,7,7,0,0,9,32,162,12,46,11,4,5,4,9,6,1,23,24,7,1,10,9,2,35,5,1,6,1,2,1,5,3,12,2,1,17,9,1,2,1,4,6,7,15,3,2,3,3,2,5,5,3,0,1,3,7,29,47,4,14,23,2,2,9,15,3,14,6,21,1,14,2,2,2,17,1,4,1,2,10,2,6,22,11,2,4,9,3,15,2,21,80,6,0,1,2,6,15,2,2,2,2,2,1,2,8,0,9,8,3,12,2,0,30,2,2,18,8,22,4,5,1,6,1,3,1,3,16,44,1,7,4,16,42,2,13,8,72,8,4,1,8,2,3,13,2,8,9,2,11,17,2,8,7,7,6,17,4,0,2,3,23,3,4,3,1,0,24,0,2,31,1,4,3,24,2,70,1,2,6,12,5,0,10,1,1,4,30,2,0
 07-2019,15,9,2,1,4,8,2,3,7,4,2,11,1,6,3,6,46,5,10,3,2,0,2,4,43,10,6,6,9,6,10,4,3,4,1,4,3,11,2,8,8,27,1,23,2,18,0,7,4,3,2,29,12,4,9,13,0,8,7,4,3,10,1,4,15,59,3,17,4,3,4,5,6,0,4,2,8,13,20,6,1,6,0,14,3,2,4,3,3,12,15,8,10,6,12,10,18,11,3,4,16,2,6,4,3,1,34,7,2,3,2,29,5,3,12,39,0,8,11,3,8,9,0,0,6,36,140,25,42,6,2,18,1,5,5,1,13,24,8,1,6,11,0,35,8,0,6,3,4,1,6,5,9,6,0,23,4,3,2,0,4,7,8,15,1,3,7,1,0,3,1,3,1,1,5,11,31,43,1,13,11,3,9,8,13,4,9,9,23,4,18,4,1,8,12,6,4,0,1,10,7,2,15,7,2,4,14,6,9,0,15,59,5,0,2,2,7,13,2,4,5,6,3,3,5,5,1,7,5,2,2,1,0,33,3,4,17,16,12,4,4,1,8,1,1,5,1,9,42,1,8,4,15,22,3,10,3,65,4,6,2,10,3,1,17,3,8,9,2,9,22,4,10,7,8,5,16,7,2,4,2,27,1,3,5,4,0,16,1,2,19,3,3,4,23,1,80,0,7,4,9,4,1,12,3,2,5,16,6,2
 08-2019,11,8,8,2,5,7,11,6,16,6,1,13,2,1,2,5,48,4,9,6,3,2,2,1,43,13,2,5,6,8,5,4,2,4,1,2,7,20,2,3,3,23,0,14,2,13,1,4,5,1,1,25,9,8,4,15,0,6,3,1,1,10,2,6,6,35,1,15,3,2,3,2,4,1,4,4,17,5,27,5,2,1,0,15,5,1,2,6,6,9,7,3,13,8,10,9,19,10,2,0,17,3,0,2,3,1,24,9,0,2,1,29,3,2,5,26,4,5,10,9,2,4,0,0,5,30,152,17,34,6,4,10,6,2,5,1,18,26,5,1,8,4,1,37,4,1,3,1,2,4,5,7,11,0,1,15,6,3,1,2,1,8,7,13,3,4,5,0,3,0,4,3,1,0,5,16,30,40,2,10,19,2,3,3,22,4,16,10,12,1,19,4,2,4,12,2,2,1,2,8,3,4,12,17,2,8,12,2,8,1,16,74,7,1,3,1,2,17,7,2,5,2,6,4,4,8,3,7,4,6,7,0,0,27,4,2,11,5,19,3,4,5,6,0,0,0,2,16,26,1,3,7,14,35,2,9,1,56,3,4,5,4,2,2,6,4,10,6,2,12,13,3,4,6,9,6,16,7,3,3,2,29,0,5,6,2,4,24,1,5,29,2,3,5,23,4,68,3,1,5,10,6,2,9,2,3,3,20,3,6
 09-2019,10,11,4,0,4,11,3,5,19,4,2,14,3,9,0,3,44,2,5,2,2,2,3,1,28,13,7,5,6,3,6,2,2,5,1,3,1,19,0,2,4,19,0,27,6,14,3,5,3,4,3,30,10,2,2,11,1,5,7,6,1,12,2,3,4,44,0,19,1,2,4,6,3,5,7,7,14,4,28,5,0,11,0,17,2,2,4,8,5,5,8,9,8,6,24,8,14,6,4,1,26,2,0,1,0,0,36,10,2,2,1,33,5,7,12,22,3,5,10,6,0,11,0,2,8,32,130,17,29,2,3,7,2,9,4,1,21,21,5,3,9,7,4,35,6,1,4,2,1,3,1,3,3,5,4,12,4,0,4,2,4,4,4,15,2,3,5,1,2,2,4,3,4,0,1,7,36,34,2,14,18,0,5,2,5,3,17,6,15,3,18,3,3,5,15,2,2,3,2,7,9,6,13,12,2,5,8,5,10,2,13,65,3,0,0,0,4,10,1,1,9,4,2,3,12,9,2,7,10,4,9,1,0,30,6,2,11,8,17,1,4,3,4,1,2,4,1,7,28,0,7,3,4,21,1,10,5,54,0,3,2,1,1,0,6,1,12,7,1,12,26,3,3,5,1,3,14,8,1,6,0,13,1,2,3,1,1,13,1,3,21,3,2,4,28,4,52,4,4,5,10,2,2,11,2,2,5,24,6,4
 10-2019,12,13,2,0,5,6,3,4,13,2,0,8,3,6,3,1,36,2,6,2,0,0,2,1,35,13,6,7,11,5,12,2,1,5,2,1,4,15,2,4,3,9,0,19,5,6,1,3,2,1,4,25,12,2,2,11,2,7,3,6,1,15,2,3,4,34,1,14,2,2,9,1,1,2,3,1,12,7,37,5,0,6,0,16,4,3,5,4,9,7,5,11,7,5,12,13,12,9,4,3,19,2,2,0,2,3,28,8,4,3,1,28,4,3,15,36,3,5,9,5,1,7,1,1,7,20,127,20,50,10,1,7,4,1,3,3,13,25,2,1,6,8,0,32,3,0,2,0,2,4,4,1,3,7,4,18,9,2,1,1,3,8,1,14,3,4,4,0,5,2,3,6,5,1,4,10,20,35,1,6,10,2,7,6,16,2,3,11,11,1,14,3,1,2,14,4,1,1,4,8,7,2,14,10,2,7,11,5,4,1,9,67,10,2,1,0,5,9,1,0,1,3,2,0,6,5,4,4,2,3,8,1,1,19,3,5,16,10,12,4,4,1,3,0,1,1,5,10,33,2,6,6,11,21,2,7,2,64,8,8,1,5,3,2,11,0,5,9,2,15,24,6,2,9,1,3,9,9,1,2,2,15,1,3,6,0,1,13,0,2,26,2,0,3,23,4,57,1,4,4,11,7,2,13,5,6,4,20,3,3
 11-2019,6,6,5,2,5,3,5,1,14,2,4,9,4,4,3,2,28,3,5,2,1,1,3,0,35,15,5,6,7,1,7,1,6,3,3,3,3,16,3,2,2,21,2,15,2,6,2,7,3,3,3,17,11,1,5,13,0,1,8,2,4,9,3,2,7,40,3,19,6,0,6,3,5,2,8,3,9,10,23,6,0,9,0,16,2,1,4,9,2,13,6,1,3,3,10,10,12,8,3,2,21,2,0,2,0,1,26,7,3,1,1,27,7,3,5,29,6,3,3,6,2,10,0,1,4,20,137,19,32,7,3,7,4,5,0,1,18,25,7,1,16,9,2,22,5,2,5,4,0,5,4,3,6,8,2,13,2,2,0,2,3,4,3,14,0,4,4,1,1,3,3,5,6,2,4,8,22,24,1,8,11,3,5,4,11,7,8,7,6,0,11,4,2,4,14,2,4,1,1,10,5,2,19,16,1,4,15,9,8,1,12,48,5,1,1,2,3,9,3,1,5,2,3,0,2,5,1,10,6,4,9,1,1,28,2,2,15,6,12,2,7,1,5,0,4,1,2,10,43,2,3,5,9,21,4,10,3,71,1,5,2,3,2,3,5,2,11,13,4,13,12,6,3,2,3,4,13,7,3,2,2,11,3,5,5,2,1,14,1,1,29,3,3,4,17,2,53,2,1,6,9,1,4,4,3,1,1,16,5,2
 12-2019,12,4,1,3,1,10,3,2,11,2,1,9,1,1,1,1,46,5,5,1,1,3,4,0,37,7,4,2,5,4,2,3,1,7,2,4,3,16,3,2,2,18,1,20,3,15,4,6,2,1,3,27,6,3,6,12,1,1,5,4,0,9,1,4,6,38,0,17,1,2,3,3,0,3,8,6,11,2,33,3,2,4,0,16,0,2,4,6,2,9,10,8,7,2,5,8,9,7,1,6,17,4,2,5,0,2,21,7,1,4,3,43,8,5,14,20,3,2,9,5,1,7,0,1,9,22,135,13,34,9,1,5,3,3,3,1,16,22,3,0,9,5,0,36,3,1,5,2,4,2,1,0,9,0,3,10,5,3,4,1,6,6,2,6,0,2,5,3,0,2,4,2,3,3,2,5,25,28,5,9,12,2,5,0,15,1,9,9,13,3,14,3,2,5,9,1,1,1,2,8,2,1,19,13,1,3,16,4,6,4,9,56,10,1,0,1,5,5,3,1,3,1,3,2,5,4,2,8,6,3,8,2,1,25,1,2,13,7,13,0,2,3,3,2,2,0,2,4,24,2,3,4,16,24,1,8,0,51,1,7,3,2,4,0,4,1,13,5,3,10,20,4,5,3,3,2,13,9,1,4,2,27,0,3,4,4,1,12,3,1,18,3,1,2,28,3,53,1,2,4,7,9,1,12,6,1,6,18,5,2
 13-2019,7,7,5,0,6,7,4,2,11,3,1,10,0,2,1,7,45,1,7,2,1,2,5,1,35,8,2,12,6,2,6,3,0,6,5,1,2,8,1,1,2,11,2,21,1,10,4,10,0,2,1,30,5,5,2,12,0,4,6,3,2,6,5,5,9,35,0,17,1,0,7,3,2,2,6,1,6,0,23,3,1,6,1,16,1,2,5,9,6,4,7,6,6,3,17,7,12,3,2,2,15,3,2,1,0,2,24,11,1,0,0,41,2,3,3,19,1,0,6,7,2,3,0,2,7,25,116,13,37,4,6,7,1,7,6,1,11,22,6,2,5,5,0,48,5,2,5,1,2,1,6,2,8,0,1,19,8,2,2,1,3,7,6,12,0,1,3,0,1,2,3,3,2,3,3,5,22,30,3,5,12,4,6,5,10,3,11,12,22,4,8,2,1,4,9,1,3,0,1,6,5,4,17,13,2,1,10,5,10,1,12,42,3,1,0,1,8,9,0,2,2,1,5,1,6,7,2,6,8,2,8,1,0,28,4,1,11,5,11,2,3,4,4,0,1,0,0,6,19,2,5,7,12,25,2,9,2,58,4,2,2,2,3,1,8,2,5,7,4,10,13,0,7,6,0,2,14,6,2,5,3,18,2,3,2,3,0,17,1,2,29,3,0,2,22,3,53,2,1,3,9,2,1,13,2,1,1,24,2,0
 14-2019,14,8,6,1,4,0,3,7,9,1,1,8,0,6,1,3,40,3,7,2,3,2,4,2,27,6,3,11,8,3,8,5,1,3,4,2,4,13,1,1,2,11,1,14,2,6,2,5,7,4,2,23,8,1,3,11,1,4,6,3,3,10,2,2,7,44,0,16,4,1,2,2,1,1,4,2,9,9,33,3,3,5,0,10,1,0,4,5,3,3,2,4,12,3,13,8,8,6,3,4,9,3,2,4,1,0,18,5,3,1,0,30,2,0,5,27,2,4,4,7,2,7,0,0,4,30,122,15,32,7,3,7,2,2,4,1,14,15,4,1,8,9,2,28,7,1,3,3,3,2,2,4,9,0,2,11,7,5,1,1,3,4,4,8,5,5,5,1,3,2,0,6,1,2,1,4,24,23,3,7,11,4,2,9,13,5,9,4,19,1,7,4,1,7,8,3,2,1,1,6,0,3,10,11,0,3,8,4,9,4,15,67,7,1,1,0,6,14,0,1,2,2,2,6,8,2,5,10,4,2,3,1,0,15,1,2,19,8,12,3,4,1,4,1,1,1,2,7,36,0,1,4,6,26,2,7,1,63,6,6,0,4,0,0,6,2,13,4,2,16,30,2,8,6,3,6,12,5,1,1,3,14,0,4,6,1,0,13,3,2,21,3,2,3,22,1,49,4,2,2,9,3,1,9,1,2,3,21,1,0
 15-2019,12,8,6,1,11,6,2,4,14,1,1,12,2,2,2,2,26,2,13,3,2,1,1,0,42,13,1,4,9,4,8,4,2,4,1,0,2,19,0,3,5,16,1,15,5,9,2,3,6,1,3,22,8,1,5,14,1,3,6,7,3,6,3,0,6,39,0,10,1,1,4,2,3,3,5,5,9,3,42,5,2,7,0,12,2,0,6,8,3,4,2,4,7,6,13,10,14,8,2,1,11,0,1,2,2,1,24,6,2,0,2,28,5,1,13,29,8,1,6,4,3,6,2,1,8,26,105,8,32,4,4,3,0,9,5,0,10,26,6,1,10,12,0,34,9,0,3,4,5,2,1,1,2,5,5,8,5,4,2,0,2,3,5,10,4,4,4,0,3,2,8,5,1,3,4,7,19,23,0,8,10,4,5,3,9,4,7,9,8,5,14,2,4,2,10,1,0,0,1,3,2,5,8,14,5,2,6,3,6,3,13,54,0,0,1,6,3,6,4,4,4,4,5,4,7,4,1,7,6,5,5,2,0,23,3,2,17,15,15,1,2,2,4,0,0,2,1,6,29,0,9,2,7,23,3,8,2,60,1,6,0,4,0,4,9,1,15,7,4,5,20,2,2,5,3,2,12,6,4,2,0,20,2,3,4,2,0,12,2,0,20,0,1,5,27,4,57,4,2,1,11,3,3,9,2,3,2,12,1,0
 16-2019,4,3,2,3,5,1,3,4,9,3,0,7,0,4,3,1,34,2,6,4,3,1,4,0,31,5,3,2,8,0,2,4,0,2,2,3,4,18,0,5,5,14,0,13,3,14,0,4,3,2,1,29,11,2,1,7,2,3,2,7,1,6,3,2,4,28,0,9,3,2,9,3,6,3,4,3,10,7,26,5,1,6,0,11,1,1,3,9,4,13,5,2,31,6,15,6,13,7,4,1,11,5,2,4,2,0,27,10,2,0,1,27,7,2,11,21,0,6,6,2,0,7,1,0,5,26,150,16,34,10,2,3,1,4,5,2,8,19,5,1,7,15,0,22,4,4,4,2,1,3,0,1,4,2,1,12,4,2,3,0,7,6,5,17,2,4,7,2,1,2,4,2,1,2,2,1,18,29,3,13,13,2,4,5,11,1,6,6,15,2,13,3,1,3,13,4,3,2,2,9,4,4,14,12,3,6,7,2,9,4,11,55,7,1,2,1,5,10,0,3,3,3,2,1,4,7,1,10,3,0,5,3,1,23,1,2,19,6,16,4,0,3,6,1,2,1,1,9,24,2,4,3,10,18,2,13,4,60,2,5,1,5,2,4,8,2,13,7,2,3,17,2,8,7,5,7,12,4,2,5,1,24,2,1,3,4,1,12,0,4,25,3,4,0,14,3,32,1,1,3,13,4,4,10,6,2,2,19,0,2
 17-2019,4,6,3,1,2,4,4,1,15,3,1,10,1,5,1,4,38,3,8,2,2,1,1,1,37,15,4,6,5,3,4,5,0,1,1,1,2,7,1,1,5,13,0,15,2,10,1,4,1,0,6,25,8,5,2,19,0,2,7,2,1,6,1,5,7,40,1,11,0,4,6,1,2,2,3,3,11,8,33,4,1,3,1,14,1,5,4,8,2,6,4,5,5,9,13,8,8,15,3,4,15,1,5,0,1,4,24,10,1,3,2,25,4,3,7,15,5,7,7,3,1,6,1,2,8,19,118,16,26,2,3,6,3,6,3,0,10,22,4,0,10,6,1,26,3,1,4,3,0,3,2,0,9,0,3,14,4,2,0,4,2,14,6,11,3,5,1,3,0,4,5,6,4,2,3,10,20,27,3,5,15,2,6,2,12,2,9,5,16,3,11,0,1,0,9,5,1,0,3,11,2,3,12,14,0,4,5,1,5,2,11,61,10,2,1,0,5,10,3,1,2,4,2,1,5,4,1,4,7,2,4,0,2,14,2,2,22,6,11,2,2,2,4,1,4,1,4,11,19,1,3,11,8,26,6,10,3,61,5,9,5,3,0,2,9,2,9,8,5,10,8,2,5,5,2,1,7,11,6,1,3,18,3,1,6,1,1,8,3,4,28,0,0,1,14,2,49,1,1,3,5,5,2,8,2,2,5,22,2,5
 18-2019,6,9,1,1,6,2,4,3,9,4,2,9,2,4,3,2,37,3,7,4,7,6,2,0,44,8,6,3,3,2,4,4,0,3,1,3,1,10,0,3,5,8,0,18,3,15,0,13,5,1,4,23,7,3,2,11,0,3,6,4,2,16,1,1,7,40,1,14,5,2,0,4,4,0,3,0,12,4,21,4,1,6,0,17,1,2,4,4,3,4,7,7,6,5,14,9,11,10,2,2,19,2,2,4,2,0,27,5,3,1,1,31,6,2,6,13,4,5,8,6,0,7,0,4,3,22,117,13,30,3,7,8,1,6,8,1,6,24,7,1,9,6,1,25,7,1,3,3,1,0,2,1,6,3,5,11,2,0,7,0,4,4,7,9,1,2,4,2,1,2,7,2,1,0,0,4,21,42,4,6,13,3,4,3,13,3,7,11,19,1,9,2,1,4,8,0,2,2,0,5,6,2,10,11,0,3,10,2,7,2,7,57,2,0,1,1,4,11,4,3,2,3,2,2,3,5,3,3,8,2,9,1,1,16,2,1,21,7,13,0,5,1,3,0,3,0,3,7,25,1,4,6,6,22,5,10,9,49,2,6,2,2,1,4,7,2,8,8,3,9,12,4,5,8,1,5,16,4,0,4,0,20,1,6,4,2,0,14,5,1,15,2,3,2,19,2,46,2,3,3,7,3,2,6,1,3,5,23,5,3
 19-2019,10,3,1,1,4,7,1,1,10,3,2,6,2,0,2,1,39,3,1,0,1,0,1,0,30,13,2,5,11,3,4,3,1,5,3,1,3,9,0,1,3,13,2,17,2,9,5,5,1,4,2,27,12,2,3,9,2,5,6,1,1,8,1,1,7,39,0,14,2,1,5,1,1,2,3,3,10,2,25,0,0,13,0,16,4,0,1,3,6,8,5,4,14,2,13,7,11,5,3,6,12,1,2,0,1,0,19,13,3,5,4,33,5,3,7,28,2,3,5,2,1,8,0,0,3,28,113,14,37,5,5,4,5,4,3,1,9,24,8,0,8,4,2,24,2,2,2,4,1,0,3,1,7,2,3,14,2,1,0,1,2,9,4,9,3,2,2,1,1,5,0,4,1,2,3,7,21,29,2,8,11,0,8,4,9,1,7,10,17,0,8,0,0,4,7,1,3,0,0,7,2,1,13,13,1,4,9,8,6,1,11,50,4,0,1,0,6,7,4,5,1,2,1,1,2,4,1,5,4,5,5,0,0,23,1,3,15,5,13,2,2,1,5,2,2,1,1,5,26,1,3,2,8,21,3,10,3,49,2,5,4,3,1,3,12,0,10,3,1,12,23,2,11,3,5,3,16,4,1,3,4,20,1,3,5,1,0,17,1,3,14,0,4,7,39,2,38,4,1,6,5,2,2,6,2,0,3,17,5,1
 20-2019,6,3,3,0,6,6,0,4,9,9,3,3,5,1,3,3,31,4,5,1,3,1,2,0,36,8,3,9,5,3,1,3,2,4,4,2,3,13,1,5,2,15,0,14,2,6,2,4,3,4,1,28,5,2,4,13,0,1,4,4,2,3,3,2,5,29,0,13,3,0,0,2,1,1,4,1,9,5,24,6,1,4,0,9,3,1,4,5,4,13,4,10,12,4,12,10,5,10,1,2,9,2,0,1,0,1,18,12,3,1,0,27,2,4,14,19,3,4,6,4,0,4,0,1,2,19,115,18,42,2,1,7,5,2,1,2,16,15,7,2,11,5,2,28,3,0,4,5,0,6,5,0,6,1,1,22,5,1,3,1,1,2,3,10,1,0,0,0,1,3,2,3,1,1,6,5,14,27,1,3,6,3,4,7,13,4,13,5,14,1,14,2,2,2,11,0,2,2,1,3,3,3,10,12,1,0,8,5,8,3,9,46,8,2,1,0,3,17,3,2,6,3,3,3,5,3,1,3,3,6,7,3,0,20,2,1,11,4,6,3,2,2,4,0,3,2,3,10,21,1,4,6,8,25,5,7,3,42,0,4,0,4,2,0,10,0,6,8,1,12,21,3,5,7,4,7,8,1,1,4,2,16,3,5,3,1,1,13,2,1,19,2,3,1,18,3,42,2,2,3,8,7,2,6,1,0,7,21,2,4
 21-2019,7,6,3,1,2,9,2,1,11,0,2,7,0,4,0,1,27,1,4,2,0,3,3,0,23,10,5,6,7,4,6,9,2,1,1,2,4,15,0,8,6,16,1,15,4,7,1,5,2,1,1,31,15,3,3,11,1,1,6,3,2,9,0,1,3,36,1,8,4,1,2,2,3,3,1,5,4,5,25,3,0,2,0,13,0,4,1,6,2,5,2,7,12,3,7,8,17,9,0,4,13,3,2,0,0,0,15,7,2,0,0,14,3,3,9,17,2,5,9,5,3,4,0,0,8,23,104,11,32,3,3,8,1,6,5,2,12,17,4,0,6,4,1,19,3,3,2,5,1,4,2,0,9,2,2,10,5,2,1,1,3,3,4,8,2,3,6,0,2,0,2,3,2,2,3,8,33,24,1,9,10,3,2,6,7,1,8,7,13,3,8,1,1,3,4,3,3,0,1,9,1,3,10,8,2,2,9,6,7,4,9,65,4,2,0,4,4,8,5,1,3,0,6,2,11,4,2,6,7,2,8,2,0,20,1,2,15,3,13,1,5,0,1,1,1,3,2,9,36,1,3,9,16,20,4,8,3,44,1,3,0,6,1,1,4,1,9,6,3,6,22,0,7,5,3,3,14,10,3,4,1,6,0,3,4,0,2,15,1,1,15,3,2,4,22,2,54,2,2,2,6,8,1,4,3,1,5,14,1,4
 22-2019,11,5,4,3,7,3,1,3,8,1,1,3,1,3,1,4,42,2,3,1,3,4,2,0,20,14,4,4,4,4,8,3,0,5,1,0,1,9,1,6,2,12,0,12,1,5,0,6,3,1,2,24,6,1,4,12,3,1,7,7,1,9,6,0,6,39,2,14,4,2,7,4,3,3,3,4,7,3,22,5,1,6,0,12,2,1,3,6,5,8,8,8,10,1,15,7,10,13,2,1,11,2,0,0,2,1,19,10,2,1,0,28,3,1,10,23,1,4,5,6,2,7,0,1,5,22,104,11,36,7,2,5,2,3,4,1,12,20,2,2,9,9,2,32,4,0,5,0,0,4,3,1,9,4,3,9,10,1,2,0,4,3,8,12,2,2,4,0,1,1,2,5,3,0,4,5,20,31,6,13,10,1,5,3,13,1,15,10,9,1,7,2,1,3,11,2,2,0,1,4,3,6,14,13,1,4,10,7,13,2,13,47,6,0,1,0,3,11,1,0,1,2,3,1,4,7,0,7,3,3,7,1,0,18,2,1,12,5,11,1,4,0,4,1,0,0,7,6,19,3,5,2,13,22,3,8,8,49,4,5,0,1,2,1,2,0,7,8,0,9,10,3,6,5,3,3,10,8,1,4,1,16,2,5,5,2,0,12,0,4,21,3,1,0,17,3,46,0,1,5,8,5,0,7,1,3,3,19,0,4
 23-2019,8,8,3,2,5,9,6,2,9,5,1,8,1,1,2,4,33,2,1,4,3,1,2,0,27,3,3,10,7,2,8,1,1,5,2,1,2,7,1,2,4,18,0,9,1,2,0,3,2,2,1,26,8,2,3,14,1,5,4,4,0,7,0,2,6,33,0,14,2,2,4,2,2,1,2,1,7,3,36,4,2,4,0,11,1,2,2,7,2,6,5,3,9,3,13,9,11,6,2,2,15,2,2,0,0,2,20,7,0,0,1,24,4,3,2,19,4,4,2,5,4,8,0,2,3,18,120,20,33,8,3,5,2,2,2,2,7,14,5,0,10,5,0,18,6,3,5,1,2,1,0,2,3,2,5,9,6,0,4,0,1,6,6,11,2,6,2,1,3,1,1,3,3,0,3,6,16,32,2,8,7,1,6,2,15,0,8,9,13,2,8,5,1,3,13,0,1,0,1,6,3,6,10,10,1,2,7,8,6,2,11,51,3,0,0,1,4,16,2,1,2,3,3,1,5,4,1,3,8,5,0,1,0,20,1,2,13,5,10,3,4,1,3,0,3,0,5,4,17,1,5,7,8,21,3,4,0,45,4,8,0,1,1,6,7,1,11,3,0,7,22,0,5,7,3,5,7,6,1,1,2,11,2,3,3,2,0,14,1,0,15,4,1,1,14,1,41,2,1,3,3,5,2,11,4,4,0,17,1,2
